188,1,Blizzard,buty,81.37,262
189,2,K2 Skis,deska,136.1,133
190,2,Völkl,kijki,12.75,132
191,3,Völkl,kask,67.9,53
192,1,Nordica,kask,62.89,54
193,3,Fischer,kijki,9.6,143
194,2,K2 Skis,narty,173.46,111
195,2,Völkl,kijki,5.83,126
196,1,Nordica,narty,146.66,95
197,3,Rossignol,narty,153.83,178
198,3,Fischer,narty,66.58,109
199,2,K2 Skis,narty,61.51,171
200,2,Nordica,kijki,7.22,127
201,1,Rossignol,buty,91.27,301
202,2,Elan,narty,133.3,121
203,1,Völkl,kijki,8.37,94
204,3,Atomic,buty,53.81,197
205,2,K2 Skis,kijki,9.06,143
206,2,K2 Skis,deska,175.68,164
207,3,Blizzard,narty,156.14,179
208,1,Fischer,kask,58.39,51
209,2,Fischer,kijki,6.75,127
210,2,Head,deska,121.12,156
211,1,Blizzard,buty,72.16,234
212,1,Head,deska,129.55,95
213,1,Atomic,kask,53.35,61
214,3,Elan,buty,97.89,203
215,3,Salomon,kask,32.05,62
216,3,Elan,buty,58.93,248
217,3,Nordica,narty,51.71,92
218,1,Salomon,kask,42.5,54
219,2,Rossignol,narty,170.89,142
220,1,Atomic,deska,83.74,119
221,2,Fischer,kask,25.92,48
222,3,Blizzard,buty,89.59,321
223,1,Völkl,narty,155.48,140
224,1,Salomon,deska,187.63,147
225,2,Völkl,deska,160.17,130
226,3,Atomic,kijki,9.18,128
227,1,K2 Skis,deska,165.31,180
228,3,Atomic,kask,65.04,49
229,3,Völkl,kask,63.31,56
230,2,Elan,buty,97.64,223
231,2,Head,deska,163.93,154
232,2,Salomon,kask,63.15,59
233,1,Rossignol,narty,170.82,110
234,3,Rossignol,narty,75.76,96
235,1,Elan,narty,118.7,192
236,3,K2 Skis,buty,74.41,249
237,2,Nordica,buty,52.45,214
238,3,Atomic,kijki,7.31,115
239,2,K2 Skis,narty,136.28,175
240,1,Blizzard,buty,53.62,285
241,2,Elan,kijki,11.23,126
242,2,Head,buty,82.81,305
243,3,Nordica,buty,57.79,259
244,3,K2 Skis,kijki,13.39,123
245,3,Salomon,narty,129.39,132
246,2,Elan,deska,82.68,137
247,1,Blizzard,narty,127.0,159
248,2,Blizzard,kask,66.45,59
249,1,Salomon,kijki,5.09,106
250,3,Elan,kask,65.51,60
251,3,Nordica,narty,135.77,179
252,3,Rossignol,narty,109.36,142
253,1,Nordica,deska,120.85,191
254,1,Völkl,buty,88.66,274
255,1,Elan,kijki,12.2,132
256,2,K2 Skis,buty,76.9,228
257,2,Nordica,narty,66.14,119
258,2,Atomic,kask,49.03,48
259,2,Fischer,deska,142.03,105
260,2,Fischer,narty,148.0,139
261,2,Elan,buty,97.25,303
262,3,Head,kask,36.64,53
263,2,Fischer,kask,40.54,51
264,3,Nordica,kijki,11.18,124
265,2,Elan,deska,123.89,130
266,2,Völkl,kask,65.81,48
267,1,Nordica,kijki,12.2,119
268,3,Völkl,kask,46.06,62
269,2,Nordica,narty,151.07,120
270,1,Head,deska,183.6,186
271,2,Atomic,buty,84.47,191
272,1,Fischer,deska,139.54,116
273,3,Fischer,kijki,12.57,133
274,1,Salomon,deska,167.0,95
275,3,Elan,buty,87.0,229
276,2,Atomic,kijki,14.16,90
277,2,Head,buty,73.58,248
278,2,K2 Skis,kijki,5.56,154
279,1,Atomic,deska,95.64,158
280,2,Head,deska,150.06,168
281,2,Head,kijki,12.22,143
282,3,Fischer,buty,91.48,218
283,1,Nordica,deska,199.15,187
284,1,Rossignol,deska,151.45,154
285,1,Völkl,kijki,6.65,148
286,2,Atomic,buty,84.66,288
287,1,Atomic,buty,71.93,272
288,2,Salomon,deska,79.78,156
289,3,Head,narty,169.97,108
290,1,K2 Skis,narty,167.6,186
291,2,Elan,deska,115.71,122
292,2,Nordica,kask,47.3,57
293,2,K2 Skis,buty,79.29,295
294,1,Blizzard,narty,66.62,171
295,2,Head,kijki,5.37,107
296,1,Nordica,buty,83.18,282
297,1,Rossignol,kijki,14.31,141
298,2,K2 Skis,narty,105.22,135
299,1,Rossignol,buty,54.26,242
300,3,Salomon,kask,54.41,52
301,3,Head,kask,30.07,49
302,2,Salomon,kijki,5.28,150
303,3,Head,buty,87.41,257
304,3,Blizzard,kijki,6.29,151
305,3,Head,buty,84.05,231
306,1,Nordica,kask,59.31,50
307,3,K2 Skis,buty,89.73,218
308,3,Fischer,narty,56.43,118
309,2,Elan,narty,143.71,109
310,1,Salomon,kask,27.88,60
311,3,Elan,deska,78.64,126
312,3,Blizzard,kask,38.06,63
313,2,Rossignol,deska,199.88,132
314,1,Elan,kask,42.8,49
315,3,Blizzard,narty,53.91,169
316,1,K2 Skis,narty,172.68,125
317,3,Head,deska,183.72,159
318,2,Blizzard,kijki,5.48,100
319,1,Salomon,buty,88.43,234
320,2,Atomic,buty,71.26,256
321,2,Elan,buty,66.46,325
322,1,Elan,deska,141.76,126
323,1,Head,kijki,10.02,151
324,3,Head,narty,129.67,172
325,2,Elan,buty,75.29,225
326,2,Elan,kask,30.12,49
327,3,K2 Skis,kask,26.48,55
328,1,K2 Skis,buty,76.85,212
329,3,Fischer,deska,53.7,102
330,3,Nordica,buty,99.43,256
331,3,Rossignol,narty,67.56,159
332,1,Atomic,narty,77.39,187
333,2,Fischer,kask,33.41,59
334,1,Nordica,narty,89.22,141
335,3,Head,kask,65.45,56
336,3,Rossignol,kijki,13.88,131
337,3,Völkl,buty,86.58,191
338,1,Rossignol,kask,49.01,48
339,2,Fischer,kijki,10.24,157
340,1,Elan,kijki,8.0,128
341,3,Völkl,buty,82.96,263
342,3,Blizzard,buty,57.73,297
343,3,K2 Skis,deska,107.8,87
344,3,Fischer,narty,75.83,164
345,3,Nordica,buty,93.14,313
346,3,Blizzard,kask,26.31,56
347,2,Blizzard,buty,65.74,194
348,1,Rossignol,deska,74.82,183
349,3,Rossignol,narty,87.63,183
350,2,Elan,kask,31.11,61
351,1,K2 Skis,deska,199.05,171
352,1,Rossignol,kask,29.03,58
353,1,Salomon,kijki,7.4,109
354,3,Rossignol,narty,75.91,119
355,2,Blizzard,buty,87.96,321
356,2,Salomon,buty,91.15,248
357,2,Blizzard,kask,64.72,57
358,2,Rossignol,kijki,12.1,135
359,2,Blizzard,narty,75.93,98
360,1,Salomon,kijki,8.49,134
361,2,Rossignol,narty,121.38,167
362,1,Fischer,deska,195.8,119
363,3,Fischer,deska,67.64,147
364,3,Völkl,deska,92.79,138
365,3,K2 Skis,deska,146.6,185
366,1,Atomic,narty,83.59,145
367,2,Atomic,kijki,8.16,147
368,3,Atomic,deska,64.86,98
369,1,Nordica,narty,99.53,185
370,2,K2 Skis,kijki,9.17,90
371,2,Elan,deska,53.96,123
372,3,Rossignol,kijki,8.77,159
373,1,Salomon,buty,91.34,232
374,3,Atomic,kask,50.17,50
375,1,Elan,narty,185.92,137
376,1,Fischer,buty,77.11,279
377,2,Elan,kask,55.78,55
378,1,Head,kask,49.59,60
379,2,Völkl,deska,140.45,116
380,2,Fischer,kask,48.36,58
381,1,Atomic,kask,34.08,63
382,2,Nordica,deska,184.82,171
383,1,Salomon,kijki,12.3,132
384,1,Rossignol,narty,136.54,131
385,1,Fischer,deska,113.62,161
386,1,Völkl,narty,161.71,191
387,2,Rossignol,narty,186.49,189
388,1,Völkl,kijki,5.47,146
389,3,Salomon,deska,116.11,135
390,3,Elan,buty,64.53,227
391,2,K2 Skis,kijki,7.44,117
392,2,Völkl,narty,150.48,172
393,3,Atomic,buty,53.76,191
394,2,Salomon,kask,58.78,53
395,2,Atomic,buty,91.44,291
396,3,Fischer,kijki,9.57,159
397,3,Fischer,narty,55.59,149
398,1,Nordica,narty,153.54,190
399,1,Völkl,kask,52.44,61
400,2,Elan,kijki,10.59,148
401,2,Völkl,deska,163.1,125
402,2,Blizzard,buty,69.36,252
403,3,Fischer,deska,58.7,180
404,1,Völkl,narty,101.82,159
405,2,Salomon,kask,45.13,61
406,3,Atomic,deska,106.4,157
407,1,Nordica,kijki,8.49,127
408,3,Fischer,deska,87.06,159
409,2,Elan,buty,91.86,312
410,3,Nordica,kask,26.62,54
411,2,Rossignol,narty,70.0,133
412,1,Nordica,deska,195.64,180
413,1,Head,deska,177.74,189
414,3,K2 Skis,kask,43.76,53
415,3,K2 Skis,deska,188.1,97
416,1,Rossignol,buty,55.02,217
417,2,Rossignol,narty,162.68,136
418,1,Head,deska,152.73,163
419,1,Elan,kask,26.16,57
420,1,Head,narty,68.16,88
421,2,Salomon,kijki,9.2,101
422,3,Head,deska,137.62,179
423,3,K2 Skis,deska,136.77,142
424,3,Völkl,kask,28.63,56
425,3,Blizzard,kask,27.95,59
426,2,K2 Skis,buty,87.73,237
427,3,Elan,kijki,14.33,109
428,3,Völkl,narty,163.18,101
429,1,Nordica,deska,178.03,185
430,1,Fischer,kijki,14.08,160
431,3,Blizzard,kijki,6.95,152
432,2,Nordica,deska,97.02,106
433,3,Blizzard,kask,44.8,59
434,2,Blizzard,deska,163.83,125
435,2,Rossignol,buty,67.31,319
436,1,Völkl,kask,63.41,51
437,3,K2 Skis,deska,199.55,159
438,1,Rossignol,deska,108.52,137
439,1,Atomic,kask,69.27,54
440,2,Salomon,narty,160.57,124
441,1,Fischer,narty,180.54,149
442,1,Nordica,deska,65.42,113
443,1,Rossignol,kask,57.44,48
444,2,Völkl,kijki,12.86,132
445,1,Völkl,kask,48.27,59
446,3,Salomon,kijki,10.91,92
447,1,Head,deska,123.84,137
448,3,Atomic,narty,116.39,138
449,2,Elan,narty,164.61,121
450,3,Salomon,narty,70.56,139
451,1,Nordica,kijki,14.88,147
452,1,Head,buty,95.13,197
453,1,Völkl,kijki,12.85,156
454,1,Salomon,kijki,6.12,96
455,2,Völkl,narty,199.73,154
456,3,Salomon,kijki,7.26,118
457,3,Völkl,buty,68.28,219
458,3,Salomon,kijki,6.95,160
459,3,Nordica,narty,82.07,134
460,2,Blizzard,deska,99.18,132
461,2,Völkl,deska,107.11,185
462,1,Fischer,buty,99.04,245
463,3,Salomon,buty,85.37,306
464,3,Blizzard,buty,87.05,316
465,1,Rossignol,narty,99.43,152
466,1,Salomon,buty,80.19,245
467,2,Atomic,narty,138.35,140
468,1,Head,deska,165.73,150
469,2,Nordica,kijki,14.91,117
470,1,Head,kijki,6.85,101
471,1,Salomon,kijki,14.06,102
472,3,Nordica,buty,58.74,202
473,1,Nordica,buty,81.89,214
474,2,Head,kask,36.63,59
475,2,Nordica,kijki,9.23,98
476,3,Völkl,deska,151.4,167
477,2,Rossignol,kijki,12.38,114
478,1,K2 Skis,buty,78.87,286
479,2,Salomon,kijki,6.67,152
480,1,Atomic,kask,46.43,59
481,1,Salomon,narty,162.35,109
482,3,Völkl,kijki,7.06,148
483,1,Atomic,narty,147.87,165
484,2,Rossignol,buty,60.17,224
485,2,Head,kask,69.48,49
486,1,K2 Skis,kask,57.75,60
487,2,Fischer,buty,67.08,280
488,3,Atomic,kask,66.29,51
489,3,Head,deska,68.28,175
490,1,Völkl,buty,95.63,322
491,2,Rossignol,deska,58.93,190
492,1,Atomic,kask,41.92,54
493,1,Head,deska,166.21,87
494,2,Elan,buty,80.7,323
495,3,Head,deska,159.26,147
496,2,Rossignol,narty,155.86,162
497,1,Salomon,kask,26.03,53
498,1,Völkl,deska,170.46,140
499,3,Blizzard,deska,121.58,162
500,1,Elan,kijki,9.47,137
501,1,K2 Skis,narty,81.42,115
502,3,Nordica,kask,43.75,55
503,1,Fischer,kask,54.24,50
504,2,Rossignol,kijki,6.52,135
505,1,Atomic,kask,56.4,58
506,3,Fischer,narty,129.28,133
507,2,Head,kijki,10.09,142
508,3,Elan,deska,184.95,177
509,2,Nordica,buty,99.52,323
510,3,Fischer,buty,80.85,282
511,3,Atomic,kijki,10.92,131
512,2,K2 Skis,buty,67.11,293
513,3,Elan,kask,49.11,48
514,3,Atomic,kijki,9.6,128
515,2,Atomic,kask,38.4,61
516,3,Rossignol,kijki,13.98,120
517,2,Elan,buty,87.64,295
518,2,Rossignol,buty,90.63,302
519,3,K2 Skis,buty,72.6,283
520,2,Nordica,narty,92.12,131
521,1,K2 Skis,kijki,5.52,98
522,3,Fischer,kijki,5.59,108
523,2,Fischer,deska,83.6,153
524,1,Nordica,kijki,13.67,160
525,3,Rossignol,narty,191.53,163
526,2,Rossignol,kijki,5.65,140
527,3,Fischer,kijki,13.28,146
528,3,Head,deska,152.5,143
529,3,Fischer,deska,60.92,144
530,2,Atomic,buty,91.06,303
531,3,Atomic,kijki,6.05,123
532,2,Fischer,deska,121.07,169
533,3,Nordica,deska,164.44,162
534,2,K2 Skis,kijki,14.88,144
535,1,Rossignol,narty,96.29,129
536,3,Rossignol,deska,89.4,125
537,3,Salomon,buty,80.59,226
538,3,Völkl,deska,106.33,127
539,3,Blizzard,deska,144.75,149
540,2,Nordica,buty,73.25,244
541,1,Fischer,kijki,12.37,107
542,1,Fischer,deska,184.18,136
543,1,Salomon,kijki,6.23,146
544,3,Fischer,narty,133.69,150
545,1,Blizzard,kask,31.92,61
546,2,K2 Skis,deska,156.95,168
547,3,K2 Skis,buty,84.67,232
548,1,Blizzard,deska,117.79,145
549,2,Völkl,kijki,13.81,99
550,3,K2 Skis,buty,69.22,271
551,2,Nordica,narty,192.19,109
552,3,K2 Skis,kijki,5.63,141
553,2,Völkl,buty,70.73,292
554,3,Völkl,kask,67.49,48
555,2,Völkl,buty,68.3,317
556,3,Elan,narty,173.2,88
557,3,K2 Skis,narty,140.63,191
558,2,Völkl,kask,48.39,63
559,3,Atomic,narty,105.07,166
560,1,K2 Skis,narty,196.16,156
561,2,Salomon,narty,61.19,113
562,2,Fischer,buty,65.07,320
563,1,Atomic,buty,96.34,247
564,1,Rossignol,kask,69.32,48
565,2,Völkl,narty,99.78,136
566,3,Elan,kijki,10.02,104
567,1,Atomic,deska,138.01,110
568,3,Fischer,buty,73.37,196
569,1,Elan,buty,69.52,261
570,2,Fischer,deska,179.65,128
571,3,Atomic,kijki,12.18,90
572,2,Fischer,buty,91.37,288
573,3,Fischer,narty,52.68,138
574,3,Fischer,kijki,11.42,114
575,1,Völkl,narty,80.33,136
576,1,Völkl,kijki,7.97,133
577,1,Salomon,deska,193.5,156
578,3,K2 Skis,buty,60.37,300
579,1,Nordica,kask,31.11,48
580,1,K2 Skis,kijki,11.73,160
581,3,Elan,narty,151.62,188
582,1,Elan,narty,169.94,98
583,3,Fischer,deska,163.87,87
584,1,Elan,buty,69.97,247
585,1,Fischer,buty,92.44,316
586,3,Fischer,buty,89.1,228
587,3,Head,kijki,10.94,102
588,2,K2 Skis,buty,83.32,253
589,1,Salomon,deska,121.98,167
590,3,Fischer,deska,94.2,171
591,2,Völkl,deska,150.05,99
592,1,Head,deska,158.72,154
593,2,Rossignol,kask,43.37,55
594,2,Blizzard,buty,77.89,268
595,3,Nordica,deska,78.33,100
596,3,Elan,deska,193.65,107
597,2,Head,buty,91.85,271
598,1,Elan,narty,127.38,139
599,3,Rossignol,narty,67.49,187
600,1,Rossignol,kask,66.85,53
601,3,Nordica,buty,91.21,239
602,2,K2 Skis,kask,69.36,49
603,3,Nordica,kask,26.24,61
604,3,Elan,narty,156.12,177
605,3,Elan,kijki,5.5,136
606,1,Salomon,kask,53.91,51
607,1,Atomic,narty,148.31,118
608,1,Rossignol,kask,42.73,57
609,3,Elan,deska,119.58,141
610,1,Atomic,narty,167.76,168
611,1,Elan,kijki,9.09,128
612,1,Nordica,kask,33.4,50
613,2,Blizzard,narty,136.57,167
614,1,Rossignol,deska,60.67,86
615,2,Salomon,narty,142.62,162
616,2,Nordica,kask,49.01,58
617,1,K2 Skis,kijki,7.81,152
618,3,K2 Skis,kask,37.06,50
619,2,K2 Skis,kask,48.95,63
620,3,Völkl,kijki,10.21,96
621,3,Völkl,deska,74.84,103
622,1,Völkl,buty,99.55,238
623,1,Elan,narty,59.31,101
624,1,Rossignol,deska,123.72,107
625,3,Head,deska,65.18,143
626,3,Atomic,buty,71.47,231
627,3,Blizzard,deska,167.52,103
628,3,Head,kijki,11.26,115
629,1,K2 Skis,narty,170.93,94
630,2,Nordica,kask,68.98,49
631,3,Atomic,kijki,13.98,143
632,3,Rossignol,kask,38.54,51
633,2,Völkl,kask,27.63,55
634,3,Salomon,deska,150.25,140
635,3,Nordica,narty,193.5,153
636,2,Head,deska,149.47,138
637,3,Salomon,deska,162.49,133
638,1,Völkl,deska,61.95,175
639,2,Salomon,narty,146.82,147
640,2,Völkl,kijki,6.93,112
641,1,Atomic,deska,142.4,180
642,3,Head,kask,35.74,54
643,2,Völkl,narty,80.16,171
644,2,Elan,kask,68.42,60
645,1,K2 Skis,deska,60.95,167
646,3,Head,narty,114.96,171
647,2,Blizzard,buty,91.79,312
648,1,Head,kijki,9.74,134
649,2,Nordica,kask,55.69,48
650,1,Völkl,deska,54.78,142
651,3,Atomic,narty,106.41,100
652,2,Nordica,kask,36.58,56
653,3,Blizzard,buty,69.31,233
654,2,K2 Skis,narty,104.32,166
655,2,Rossignol,buty,80.25,190
656,1,Salomon,buty,93.93,242
657,2,Rossignol,kijki,13.43,115
658,3,Nordica,narty,94.2,143
659,1,Rossignol,buty,54.71,290
660,1,Nordica,deska,92.66,145
661,2,Elan,kijki,7.68,123
662,3,Blizzard,buty,68.03,207
663,2,Rossignol,buty,90.5,285
664,1,Nordica,kask,39.06,55
665,1,Blizzard,narty,82.71,135
666,1,Atomic,buty,60.91,289
667,3,Völkl,narty,157.22,135
668,1,Blizzard,deska,111.0,153
669,2,Atomic,kask,52.17,48
670,3,Völkl,kask,29.54,58
671,2,Salomon,kijki,12.8,135
672,3,Völkl,deska,137.17,162
673,1,Atomic,kijki,8.17,104
674,1,Völkl,buty,60.87,237
675,2,Rossignol,buty,97.2,243
676,3,Elan,narty,141.98,168
677,3,Völkl,kijki,8.55,149
678,3,Head,kask,52.44,52
679,3,Nordica,buty,70.82,200
680,1,Fischer,kijki,7.27,157
681,3,K2 Skis,deska,106.47,136
682,3,Blizzard,narty,196.95,177
683,2,K2 Skis,kijki,10.19,143
684,3,Head,kask,27.16,58
685,2,Salomon,kask,27.04,60
686,3,Nordica,kask,54.69,56
687,3,Head,narty,132.85,130
688,1,Blizzard,kijki,8.95,146
689,3,Rossignol,narty,164.51,123
690,2,Völkl,kask,57.47,51
691,3,Salomon,narty,145.64,122
692,3,Nordica,buty,57.98,271
693,1,Elan,kask,51.92,59
694,3,Nordica,kijki,11.04,129
695,1,Elan,kijki,12.92,156
696,3,Atomic,buty,75.39,292
697,3,Head,buty,97.04,195
698,2,Elan,buty,53.34,282
699,3,Nordica,kijki,9.14,152
700,1,Atomic,buty,92.19,225
701,2,K2 Skis,narty,161.62,92
702,2,Salomon,narty,174.12,132
703,1,Rossignol,buty,75.88,249
704,1,Rossignol,kask,29.62,55
705,2,Völkl,buty,58.39,280
706,3,Elan,deska,68.44,178
707,1,Nordica,kask,42.7,58
708,1,Völkl,buty,85.41,274
709,1,Elan,kijki,12.94,138
710,3,Nordica,kijki,8.92,127
711,3,K2 Skis,narty,124.16,136
712,1,Rossignol,kijki,7.54,109
713,2,Salomon,narty,138.44,172
714,1,Fischer,deska,116.05,140
715,2,Atomic,deska,128.75,120
716,1,Atomic,kijki,12.67,105
717,2,Völkl,deska,172.19,101
718,1,Atomic,buty,95.06,206
719,2,Rossignol,kask,60.87,57
720,3,Head,deska,83.12,171
721,2,Völkl,kask,47.98,51
722,3,Salomon,kask,32.82,55
723,2,Head,kijki,6.68,105
724,2,Fischer,deska,162.96,183
725,3,Head,kijki,14.1,140
726,2,Fischer,deska,125.65,151
727,1,Rossignol,kask,38.76,63
728,3,Head,narty,107.5,133
729,3,Nordica,narty,115.94,137
730,2,Rossignol,deska,193.63,139
731,2,Völkl,kijki,9.47,98
732,3,K2 Skis,narty,180.71,122
733,1,Fischer,narty,64.7,115
734,1,Blizzard,kask,35.48,53
735,3,Nordica,deska,171.27,106
736,2,Blizzard,buty,65.3,277
737,3,Fischer,buty,89.75,216
738,2,Nordica,kask,31.78,61
739,3,Elan,kask,25.31,52
740,2,Fischer,buty,55.94,257
741,1,Salomon,deska,163.66,90
742,2,Völkl,kask,51.71,57
743,2,Atomic,deska,78.49,126
744,2,Fischer,narty,168.62,187
745,2,Blizzard,kask,65.62,54
746,1,Atomic,narty,57.76,154
747,1,Salomon,kijki,8.89,101
748,3,Blizzard,buty,62.99,270
749,1,Fischer,kask,33.65,50
750,3,Head,buty,76.8,298
751,2,Salomon,narty,127.2,110
752,2,Elan,deska,94.57,128
753,3,Blizzard,kask,68.07,62
754,2,Atomic,kask,51.13,56
755,2,Völkl,narty,171.02,91
756,1,Fischer,kijki,12.44,146
757,1,Salomon,buty,62.71,237
758,3,Atomic,buty,62.57,209
759,1,Elan,buty,98.11,282
760,3,Nordica,kijki,11.12,155
761,3,K2 Skis,kask,34.57,58
762,1,Head,narty,97.93,185
763,2,Fischer,narty,64.78,182
764,1,Atomic,kask,49.38,63
765,2,Head,deska,120.42,171
